,wl,pure,salty,cdom,bbw,Kd
102,504.0,0.024225,0.024249185,0.47357814911722157,0.0012351000223134179,0.026543652353045906
103,506.0,0.026609999999999998,0.026769249999999998,0.4650042424649492,0.0012146400285928394,0.02892894650673978
104,508.0,0.029555,0.02971495,0.45712988194872667,0.0011947200628128485,0.031881590578805144
105,510.0,0.03273,0.0326887,0.4495507196785084,0.0011748000970328576,0.03506464546180856
106,512.0,0.03583,0.03598995,0.4425596097405991,0.0011559200465853792,0.03817063134125739
107,514.0,0.038380000000000004,0.03854135,0.4350727690749928,0.001137039995228406,0.040716545040789046
108,516.0,0.039904999999999996,0.040604999999999995,0.4273460234545012,0.0011186199726580526,0.04222334413242008
109,518.0,0.040575,0.0410055,0.41819785356315686,0.00110065997523634,0.04286451676469787
110,520.0,0.041389999999999996,0.0418905,0.40976994117144233,0.0010826999778146273,0.04365212235389224
111,522.0,0.041835000000000004,0.04253850000000001,0.4013349654059516,0.0010656199883669615,0.04406675525489108
112,524.0,0.042295,0.0427955,0.3927332491111553,0.001048539998009801,0.044496367690692096
113,526.0,0.042910000000000004,0.043613500000000006,0.38491125530099374,0.001031887996759906,0.045083449685960356
114,528.0,0.043644999999999996,0.044281999999999995,0.37715308369807954,0.0010156639846172766,0.0457925011032797
115,530.0,0.04441,0.044913999999999996,0.36956646735834975,0.0009994399724746472,0.04653155214661353
116,532.0,0.045349999999999994,0.045920499999999996,0.36255726937905314,0.000983991985776811,0.047448774799132294
117,534.0,0.0462,0.0466375,0.35545647968801986,0.0009685439981694799,0.04827465344624441
118,536.0,0.047085,0.0476555,0.34884971191220204,0.0009534680052638578,0.0491363241725404
119,538.0,0.048179999999999994,0.048617499999999994,0.34237520032353275,0.0009387640052409552,0.050210493377762865
120,540.0,0.049194999999999996,0.049566,0.3360707968601901,0.0009240600052180525,0.051203435484613063
121,542.0,0.05042,0.0508575,0.3302884682214073,0.0009100520283027436,0.05240943416728929
122,544.0,0.0521,0.052133425,0.3246652180340126,0.0008960440518421819,0.054074025603190835
123,546.0,0.054000000000000006,0.054302050000000004,0.32010500908892653,0.0008823660436974023,0.055960511428472956
124,548.0,0.055875,0.0563125,0.3155527606458915,0.0008690180029589101,0.05782168007088929
125,550.0,0.058255,0.0583551,0.31119469580474646,0.0008556699622204178,0.060191110519597746
126,552.0,0.059985000000000004,0.06015195,0.3067489139416064,0.0008429419949607109,0.06190584985286144
127,554.0,0.061200000000000004,0.06143415000000001,0.30194261320834215,0.0008302140286104986,0.06310106306487781
128,556.0,0.06209,0.06232625,0.2968965380937976,0.0008177820245691692,0.06396917093656919
129,558.0,0.06291,0.06334749999999999,0.2921262270452224,0.0008056459837462171,0.0647671970219689
130,560.0,0.064095,0.064333,0.2874631601484298,0.000793509942923265,0.06593254685328619
131,562.0,0.065335,0.065706,0.28332705686523285,0.0007819259890311514,0.06715419539076867
132,564.0,0.06648000000000001,0.06638235,0.278630323826743,0.0007703420360485325,0.0682798546291669
133,566.0,0.06781,0.0678464,0.2748539526811526,0.0007590200521008228,0.06959199553701398
134,568.0,0.06973,0.06969885,0.2715953679946554,0.0007479600380975171,0.07149804231373705
135,570.0,0.07205,0.0720185,0.26893017520419404,0.0007369000240942114,0.07380587592160648
136,572.0,0.074775,0.07467594999999999,0.26672585862075404,0.0007263360075739911,0.07652145153389099
137,574.0,0.07811,0.07787619999999999,0.265184379481957,0.0007157719919632655,0.07984943180669127
138,576.0,0.08224,0.08193829999999999,0.2646218240527346,0.0007054439861349238,0.08397588184272047
139,578.0,0.08692000000000001,0.08654900000000001,0.2647220517728984,0.0006953519882699766,0.08865399978077511
140,580.0,0.09312,0.092749,0.26652294345044514,0.0006852599904050294,0.09485709010944221
141,582.0,0.09985,0.09934599999999999,0.2688294494994701,0.0006756119782949099,0.10159083494086896
142,584.0,0.108415,0.1079775,0.2732763882215865,0.0006659639657300431,0.11016355382924982
143,586.0,0.118065,0.117288,0.27850564412977674,0.0006565259654962574,0.11982157232290873
144,588.0,0.12742,0.12677950000000002,0.28401666631362765,0.0006472979794125422,0.12918017316229244
145,590.0,0.13995,0.139173,0.29252796684492843,0.000638069993328827,0.14171827993765537
146,592.0,0.152365,0.1517245,0.301293119222635,0.0006292460138865863,0.15413717786732156
147,594.0,0.16724,0.166533,0.3124087568562274,0.0006204220353538403,0.1690162398105089
148,596.0,0.18559,0.184477,0.3267510715865135,0.0006117860439189826,0.18737092669797778
149,598.0,0.20512,0.203671,0.34243231224295523,0.0006033380404915079,0.20690149952587442
150,600.0,0.231455,0.2299395,0.36527478323661267,0.0005948900370640331,0.2332377127186519
151,602.0,0.23436500000000002,0.23284950000000001,0.36484334318783024,0.0005868020116395201,0.23612590179799875
152,604.0,0.24747000000000002,0.24702900000000003,0.3757639035878042,0.0005787139871245017,0.24921652304344194
153,606.0,0.254355,0.2545174,0.3800738274931972,0.000570795987641759,0.25608222567684275
154,608.0,0.257925,0.2586915,0.38114792825298194,0.0005630480122817971,0.25963100298112063
155,610.0,0.25978,0.2610155,0.38044846826671963,0.0005553000369218353,0.26146363313715526
156,612.0,0.26166999999999996,0.26317499999999994,0.3796591577734969,0.0005478759994730353,0.2633322135625889
157,614.0,0.263485,0.2651895,0.37879765367076373,0.000540451961569488,0.2651257013564517
