date,station,depth_m,latitude,longitude,area,system,gmt_time,solar_zenith_angle
1998-09-24,C6151000,0,54.1612222,14.0019167,Baltic Sea,Oder,13.37,62.4667206
1998-09-24,C6152000,0,54.1637222,13.98425,Baltic Sea,Oder,13.58,63.740345
1998-09-24,C6153000,0,54.1682778,14.0554167,Baltic Sea,Oder,13.83,65.3906021
1998-09-24,C6154000,0,54.1668889,14.1149167,Baltic Sea,Oder,14.13,67.47966
1998-09-24,C6155000,0,54.1696944,14.1691944,Baltic Sea,Oder,14.38,69.3174133
1998-09-24,C6156000,0,54.08425,14.0855833,Baltic Sea,Oder,14.73,71.8881149
1998-09-25,C6157000,0,53.9856556,14.1412917,Baltic Sea,Oder,8.83,60.6747971
1998-09-25,C6158000,0,54.0636139,14.0890111,Baltic Sea,Oder,9,59.8946075
1998-09-25,C6159000,0,54.0875417,14.083975,Baltic Sea,Oder,9.25,58.7612724
1998-09-25,C6160000,0,54.1140111,14.085833299999999,Baltic Sea,Oder,9.42,58.0785675
1998-09-25,C6161000,0,54.1362167,14.0849556,Baltic Sea,Oder,9.58,57.4969864
1998-09-25,C6162000,0,54.1589361,14.0946667,Baltic Sea,Oder,9.83,56.7012444
1998-09-25,C6163000,0,54.1720583,14.0938417,Baltic Sea,Oder,10,56.2505493
1998-09-25,C6164000,0,54.17875,13.91215,Baltic Sea,Oder,10.28,55.6810303
1998-09-25,C6165000,0,54.1527778,13.9101861,Baltic Sea,Oder,10.5,55.3272438
1998-09-25,C6166000,0,54.1327444,13.9095111,Baltic Sea,Oder,10.67,55.1447716
1998-09-25,C6167000,0,54.1133583,13.9147056,Baltic Sea,Oder,10.75,55.0765572
1998-09-25,C6168000,0,54.0909556,13.9222472,Baltic Sea,Oder,10.92,55.010334
1998-09-25,C6169000,0,54.3620333,13.758925,Baltic Sea,Oder,12.5,58.5696907
1998-09-25,C6170000,0,54.3666597,13.8113739,Baltic Sea,Oder,12.62,59.0940857
1998-09-25,C6171000,0,54.364435,13.8700569,Baltic Sea,Oder,12.77,59.7877808
1998-09-25,C6172000,0,54.36585,13.9354022,Baltic Sea,Oder,12.93,60.5872231
1998-09-25,C6173000,0,54.3624603,13.9894069,Baltic Sea,Oder,13.13,61.6489334
1998-09-25,C6174000,0,54.3663625,14.0529539,Baltic Sea,Oder,13.37,63.0322113
1998-09-25,C6175000,0,54.3617253,14.1264722,Baltic Sea,Oder,13.52,63.9589386
1998-09-25,C6176000,0,54.3677447,14.1744792,Baltic Sea,Oder,13.67,64.9220428
1998-09-25,C6177000,0,53.9413778,14.2339108,Baltic Sea,Oder,14.2,68.2905655
1998-09-25,C6178000,0,53.9456686,14.1941278,Baltic Sea,Oder,14.38,69.5919495
