station,wavelength,measured_reflectance_percent
C3019000,705,0.005294999999999999
C3019000,779,0.0012909999999999998
C3019000,866,3.14e-4
C3020000,411,0.036604
C3020000,443,0.035189
C3020000,456,0.038925
C3020000,490,0.057027999999999995
C3020000,509,NA
C3020000,532,0.07915
C3020000,556,NA
C3020000,559,0.079452
C3020000,590,NA
C3020000,619,0.020515
C3020000,665,0.011979
C3020000,683,0.013059000000000001
C3020000,705,0.007074
C3020000,779,0.001131
C3020000,866,4.6300000000000003e-4
C3021000,411,0.03454
C3021000,443,0.036139000000000004
C3021000,456,0.040319
C3021000,490,0.053960999999999995
C3021000,509,NA
C3021000,532,0.08458199999999999
C3021000,556,NA
C3021000,559,0.086092
C3021000,590,NA
C3021000,619,0.017618
C3021000,665,0.010751
C3021000,683,0.012099
C3021000,705,0.0069830000000000005
C3021000,779,0.001419
C3021000,866,4.45e-4
C3022000,411,0.039925
C3022000,443,0.042979
C3022000,456,0.048392
C3022000,490,0.063418
C3022000,509,NA
C3022000,532,0.09561
C3022000,556,NA
C3022000,559,0.096224
C3022000,590,NA
C3022000,619,0.03076
C3022000,665,0.01725
C3022000,683,0.018331
C3022000,705,0.009445
C3022000,779,0.0015210000000000002
C3022000,866,5.5e-4
C3023000,411,0.034811999999999996
C3023000,443,0.035733
C3023000,456,0.038788
C3023000,490,0.046502999999999996
C3023000,509,NA
C3023000,532,0.050031
C3023000,556,NA
C3023000,559,0.040461
C3023000,590,NA
C3023000,619,0.0077339999999999996
C3023000,665,0.004355
C3023000,683,0.004572
C3023000,705,0.002301
C3023000,779,3.7e-4
C3023000,866,1.32e-4
C3024000,411,0.032715
C3024000,443,0.032427000000000004
C3024000,456,0.035858
C3024000,490,0.0441
C3024000,509,NA
C3024000,532,0.064835
C3024000,556,NA
C3024000,559,0.065695
C3024000,590,NA
C3024000,619,0.017894
C3024000,665,0.01135
C3024000,683,0.012377
C3024000,705,0.006885
C3024000,779,0.001325
C3024000,866,4.48e-4
C3025000,411,0.012747999999999999
C3025000,443,0.012914000000000002
C3025000,456,0.016479
C3025000,490,0.02612
C3025000,509,NA
C3025000,532,0.057928
C3025000,556,NA
C3025000,559,0.079924
C3025000,590,NA
C3025000,619,0.049614000000000005
C3025000,665,0.025773
C3025000,683,0.030472000000000003
C3025000,705,0.038049
C3025000,779,0.008321
C3025000,866,0.0032229999999999997
C3026000,411,NA
C3026000,443,NA
C3026000,456,NA
C3026000,490,NA
C3026000,509,NA
C3026000,532,NA
C3026000,556,NA
C3026000,559,NA
C3026000,590,NA
C3026000,619,NA
C3026000,665,NA
C3026000,683,NA
C3026000,705,NA
C3026000,779,NA
C3026000,866,NA
C3027000,411,0.020291999999999998
C3027000,443,0.020398999999999997
C3027000,456,0.024137
C3027000,490,0.035189
C3027000,509,NA
C3027000,532,0.06675500000000001
C3027000,556,NA
C3027000,559,0.08165599999999999
C3027000,590,NA
C3027000,619,0.029523
C3027000,665,0.017016
C3027000,683,0.019625999999999998
C3027000,705,0.015682
C3027000,779,NA
C3027000,866,NA
C3028000,411,0.034949
C3028000,443,0.033624999999999995
C3028000,456,0.036810999999999997
C3028000,490,0.044848
C3028000,509,NA
C3028000,532,0.06284200000000001
C3028000,556,NA
C3028000,559,0.054447
C3028000,590,NA
C3028000,619,0.012584
C3028000,665,0.007228
C3028000,683,0.008826
C3028000,705,0.005102
C3028000,779,0.001257
C3028000,866,3.02e-4
C3029000,411,0.027945
C3029000,443,0.028666
C3029000,456,0.032671
C3029000,490,0.045833000000000006
C3029000,509,NA
C3029000,532,0.078411
C3029000,556,NA
C3029000,559,0.089966
C3029000,590,NA
C3029000,619,0.035242
C3029000,665,0.022269
C3029000,683,0.023307
C3029000,705,0.012188000000000001
C3029000,779,0.002061
C3029000,866,7.84e-4
C3030000,411,0.036753
C3030000,443,0.034748
C3030000,456,0.043254
C3030000,490,0.05378
C3030000,509,NA
C3030000,532,0.071486
C3030000,556,NA
C3030000,559,0.08183199999999999
C3030000,590,NA
C3030000,619,0.017075
C3030000,665,0.011781
C3030000,683,0.013253999999999998
C3030000,705,0.006319
C3030000,779,0.001193
C3030000,866,3.12e-4
C3031000,411,0.037051
C3031000,443,0.035789
C3031000,456,0.039694
C3031000,490,0.05268
C3031000,509,NA
C3031000,532,0.088246
C3031000,556,NA
C3031000,559,0.091142
C3031000,590,NA
C3031000,619,0.023201
C3031000,665,0.013718999999999999
C3031000,683,0.016558
C3031000,705,0.008098
C3031000,779,0.002113
C3031000,866,7.7e-4
C3032000,411,0.05117
C3032000,443,0.064335
C3032000,456,0.087181
C3032000,490,0.10216900000000001
C3032000,509,NA
C3032000,532,0.147274
C3032000,556,NA
C3032000,559,0.162363
C3032000,590,NA
C3032000,619,0.094774
C3032000,665,0.066349
C3032000,683,0.068499
C3032000,705,0.052016
C3032000,779,0.008138
C3032000,866,0.003273
C3033000,411,0.049899
C3033000,443,0.057999
C3033000,456,0.06813799999999999
C3033000,490,0.08833600000000001
C3033000,509,NA
C3033000,532,0.14454
C3033000,556,NA
C3033000,559,0.161701
C3033000,590,NA
C3033000,619,0.100677
C3033000,665,0.06990400000000001
C3033000,683,0.06950300000000001
C3033000,705,0.053978
C3033000,779,0.011373
C3033000,866,0.006165
C3034000,411,0.050931
C3034000,443,0.059955
C3034000,456,0.069063
C3034000,490,0.083248
C3034000,509,NA
C3034000,532,0.136041
C3034000,556,NA
C3034000,559,0.16085899999999997
C3034000,590,NA
C3034000,619,0.08454
C3034000,665,0.059633000000000005
C3034000,683,0.061157
C3034000,705,0.042027999999999996
C3034000,779,0.009331
C3034000,866,0.001764
C3035000,411,0.027743000000000004
C3035000,443,0.02867
C3035000,456,0.033318
C3035000,490,0.040511
C3035000,509,NA
C3035000,532,0.061052
C3035000,556,NA
C3035000,559,0.065972
C3035000,590,NA
C3035000,619,0.022997
C3035000,665,0.012960000000000001
C3035000,683,0.015753
C3035000,705,0.009462
C3035000,779,0.001648
C3035000,866,4.74e-4
C3036000,411,0.078789
C3036000,443,0.097794
C3036000,456,0.10947699999999999
C3036000,490,0.139348
C3036000,509,NA
C3036000,532,0.18774100000000002
C3036000,556,NA
C3036000,559,0.18820499999999998
C3036000,590,NA
C3036000,619,0.079621
C3036000,665,0.052556000000000005
C3036000,683,0.05851
C3036000,705,0.028457
C3036000,779,0.006046
C3036000,866,0.002903
C3038000,411,0.053082000000000004
C3038000,443,0.06781100000000001
C3038000,456,0.087462
C3038000,490,0.107485
C3038000,509,NA
C3038000,532,0.138021
C3038000,556,NA
C3038000,559,0.153913
C3038000,590,NA
C3038000,619,0.045037
C3038000,665,0.031508
C3038000,683,0.027173
C3038000,705,0.016968
C3038000,779,0.0028599999999999997
C3038000,866,0.0010789999999999999
C3039000,411,0.040791
C3039000,443,0.051121999999999994
C3039000,456,0.060294
C3039000,490,0.07617
C3039000,509,NA
C3039000,532,0.088438
C3039000,556,NA
C3039000,559,0.08226800000000001
C3039000,590,NA
C3039000,619,0.025377
C3039000,665,0.017231
C3039000,683,0.017849999999999998
C3039000,705,0.009223
C3039000,779,0.00146
C3039000,866,4.3799999999999997e-4
C3040000,411,0.074642
C3040000,443,0.094864
C3040000,456,0.10575100000000001
C3040000,490,0.130748
C3040000,509,NA
C3040000,532,0.17496099999999998
C3040000,556,NA
C3040000,559,0.168883
C3040000,590,NA
C3040000,619,0.08866
C3040000,665,0.064435
C3040000,683,0.0659
C3040000,705,0.043219
C3040000,779,0.008941
C3040000,866,0.002425
C4001000,411,NA
C4001000,443,NA
C4001000,456,NA
C4001000,490,NA
C4001000,509,NA
C4001000,532,NA
C4001000,556,NA
C4001000,559,NA
C4001000,590,NA
C4001000,619,NA
C4001000,665,NA
C4001000,683,NA
C4001000,705,NA
C4001000,779,NA
C4001000,866,NA
C4002000,411,0.029323000000000002
C4002000,443,0.031059
C4002000,456,0.033734
C4002000,490,0.036188
C4002000,509,NA
C4002000,532,0.030545
C4002000,556,NA
C4002000,559,0.023296999999999998
C4002000,590,NA
C4002000,619,0.007789000000000001
C4002000,665,0.005246
C4002000,683,0.006699
C4002000,705,0.002557
C4002000,779,NA
C4002000,866,NA
C4003000,411,0.035417000000000004
C4003000,443,0.033993
C4003000,456,0.034888
C4003000,490,0.033097
C4003000,509,NA
C4003000,532,0.022521
C4003000,556,NA
C4003000,559,0.015338000000000001
C4003000,590,NA
C4003000,619,0.003953
C4003000,665,0.0024749999999999998
C4003000,683,0.003717
C4003000,705,0.0014299999999999998
C4003000,779,NA
C4003000,866,NA
C4004000,411,0.028218
C4004000,443,0.027275
C4004000,456,0.028374999999999997
C4004000,490,0.028363999999999997
C4004000,509,NA
C4004000,532,0.021699000000000003
C4004000,556,NA
C4004000,559,0.015569999999999999
C4004000,590,NA
C4004000,619,0.004748
C4004000,665,0.003402
C4004000,683,0.006902
C4004000,705,0.002057
C4004000,779,NA
C4004000,866,NA
C4005000,411,0.038624
C4005000,443,0.036045
C4005000,456,0.035739
C4005000,490,0.031546
C4005000,509,NA
C4005000,532,0.018126
C4005000,556,NA
C4005000,559,0.011385000000000001
C4005000,590,NA
C4005000,619,0.002429
C4005000,665,0.0015160000000000002
C4005000,683,0.002458
C4005000,705,7.51e-4
C4005000,779,NA
C4005000,866,NA
C4006000,411,NA
C4006000,443,NA
C4006000,456,NA
C4006000,490,NA
C4006000,509,NA
C4006000,532,NA
C4006000,556,NA
C4006000,559,NA
C4006000,590,NA
C4006000,619,NA
C4006000,665,NA
C4006000,683,NA
C4006000,705,NA
C4006000,779,NA
C4006000,866,NA
C4007000,411,0.021265
C4007000,443,0.025261
C4007000,456,0.029933
C4007000,490,0.040522
C4007000,509,NA
C4007000,532,0.041407
C4007000,556,NA
C4007000,559,0.036535000000000005
C4007000,590,NA
C4007000,619,0.012568999999999999
C4007000,665,0.009137
C4007000,683,0.013804
C4007000,705,0.006156
C4007000,779,NA
C4007000,866,NA
C4008000,411,0.021408999999999997
C4008000,443,0.02435
C4008000,456,0.027263000000000003
C4008000,490,0.033172
C4008000,509,NA
C4008000,532,0.034357
C4008000,556,NA
C4008000,559,0.029937000000000002
C4008000,590,NA
C4008000,619,0.013113
C4008000,665,0.008960000000000001
C4008000,683,0.014079999999999999
C4008000,705,0.006893
C4008000,779,NA
C4008000,866,NA
C4009000,411,NA
C4009000,443,NA
C4009000,456,NA
C4009000,490,NA
C4009000,509,NA
C4009000,532,NA
C4009000,556,NA
C4009000,559,NA
C4009000,590,NA
C4009000,619,NA
C4009000,665,NA
C4009000,683,NA
C4009000,705,NA
C4009000,779,NA
C4009000,866,NA
C4010000,411,0.016985
C4010000,443,0.015599
C4010000,456,0.017228
C4010000,490,0.019231
C4010000,509,NA
C4010000,532,0.018193
C4010000,556,NA
C4010000,559,0.015035
C4010000,590,NA
C4010000,619,0.004576
C4010000,665,0.002868
C4010000,683,0.0050349999999999995
C4010000,705,0.002065
C4010000,779,NA
C4010000,866,NA
C4011000,411,0.040753000000000004
C4011000,443,0.036855
C4011000,456,0.036558
C4011000,490,0.031596
C4011000,509,NA
C4011000,532,0.015988
C4011000,556,NA
C4011000,559,0.009728
C4011000,590,NA
C4011000,619,0.001919
C4011000,665,0.001191
C4011000,683,0.001647
C4011000,705,6.21e-4
C4011000,779,NA
C4011000,866,NA
C4012000,411,0.044133
C4012000,443,0.041811999999999995
C4012000,456,0.040672
C4012000,490,0.033938
C4012000,509,NA
C4012000,532,0.01614
C4012000,556,NA
C4012000,559,0.009174999999999999
C4012000,590,NA
C4012000,619,0.001489
C4012000,665,7.85e-4
C4012000,683,9.339999999999999e-4
C4012000,705,4.07e-4
C4012000,779,NA
C4012000,866,NA
C4013000,411,0.043369
C4013000,443,0.040538
C4013000,456,0.039247000000000004
C4013000,490,0.032010000000000004
C4013000,509,NA
C4013000,532,0.014843
C4013000,556,NA
C4013000,559,0.008831
C4013000,590,NA
C4013000,619,0.00165
C4013000,665,9.55e-4
C4013000,683,0.0011799999999999998
C4013000,705,4.6499999999999997e-4
C4013000,779,NA
C4013000,866,NA
C4014000,411,0.011774
C4014000,443,0.011585000000000002
C4014000,456,0.014066
C4014000,490,0.022327
C4014000,509,NA
C4014000,532,0.045598
C4014000,556,NA
C4014000,559,0.057071
C4014000,590,NA
C4014000,619,0.036448
C4014000,665,0.014983
C4014000,683,0.029152
C4014000,705,0.020871
C4014000,779,NA
C4014000,866,NA
C4015000,411,0.009488
C4015000,443,0.008152
C4015000,456,0.010097
C4015000,490,0.016824
C4015000,509,NA
C4015000,532,0.036771
C4015000,556,NA
C4015000,559,0.058292000000000004
C4015000,590,NA
C4015000,619,0.038978
C4015000,665,0.018847
C4015000,683,0.03868
C4015000,705,0.035425
C4015000,779,NA
C4015000,866,NA
C4016000,411,NA
C4016000,443,NA
C4016000,456,NA
C4016000,490,NA
C4016000,509,NA
C4016000,532,NA
C4016000,556,NA
C4016000,559,NA
C4016000,590,NA
C4016000,619,NA
C4016000,665,NA
C4016000,683,NA
C4016000,705,NA
C4016000,779,NA
C4016000,866,NA
C4017000,411,0.025596999999999998
C4017000,443,0.024846
C4017000,456,0.025788000000000002
C4017000,490,0.024508000000000002
C4017000,509,NA
C4017000,532,0.015503
C4017000,556,NA
C4017000,559,0.010356
C4017000,590,NA
C4017000,619,0.0026040000000000004
C4017000,665,0.0014860000000000001
C4017000,683,0.002274
C4017000,705,0.001091
C4017000,779,NA
C4017000,866,NA
C4018000,411,0.030742
C4018000,443,0.029495
C4018000,456,0.030301
C4018000,490,0.028622
C4018000,509,NA
C4018000,532,0.018592
C4018000,556,NA
C4018000,559,0.012302
C4018000,590,NA
C4018000,619,0.004436
C4018000,665,0.003239
C4018000,683,0.006198
C4018000,705,0.002829
C4018000,779,NA
C4018000,866,NA
C4019000,411,0.043616999999999996
C4019000,443,0.041131
C4019000,456,0.039775
C4019000,490,0.033025
C4019000,509,NA
C4019000,532,0.015583
C4019000,556,NA
C4019000,559,0.008987
C4019000,590,NA
C4019000,619,0.001661
C4019000,665,7.55e-4
C4019000,683,8.53e-4
C4019000,705,3.49e-4
C4019000,779,NA
C4019000,866,NA
C4020000,411,0.041277
C4020000,443,0.047354
C4020000,456,0.050703
C4020000,490,0.053772
C4020000,509,NA
C4020000,532,0.038118
C4020000,556,NA
C4020000,559,0.025377
C4020000,590,NA
C4020000,619,0.005586
C4020000,665,0.003148
C4020000,683,0.003814
C4020000,705,0.001724
C4020000,779,NA
C4020000,866,NA
C4021000,411,0.028234
C4021000,443,0.029428999999999997
C4021000,456,0.031587000000000004
C4021000,490,0.034872
C4021000,509,NA
C4021000,532,0.031832
C4021000,556,NA
C4021000,559,0.024140000000000002
C4021000,590,NA
C4021000,619,0.006124000000000001
C4021000,665,0.0030759999999999997
C4021000,683,0.004178
C4021000,705,0.0013059999999999999
C4021000,779,NA
C4021000,866,NA
C4022000,411,0.019382
C4022000,443,0.019001
C4022000,456,0.02158
C4022000,490,0.027628
C4022000,509,NA
C4022000,532,0.032471
C4022000,556,NA
C4022000,559,0.029647
C4022000,590,NA
C4022000,619,0.0076170000000000005
C4022000,665,0.004455
C4022000,683,0.0065959999999999994
C4022000,705,0.00271
C4022000,779,NA
C4022000,866,NA
C4023000,411,0.008883
C4023000,443,0.007687
C4023000,456,0.009509
C4023000,490,0.01534
C4023000,509,NA
C4023000,532,0.028312
C4023000,556,NA
C4023000,559,0.035569
C4023000,590,NA
C4023000,619,0.013802000000000002
C4023000,665,0.007621
C4023000,683,0.01439
C4023000,705,0.006816
C4023000,779,NA
C4023000,866,NA
C4024000,411,0.016208
C4024000,443,0.014451
C4024000,456,0.016342000000000002
C4024000,490,0.020295
C4024000,509,NA
C4024000,532,0.02359
C4024000,556,NA
C4024000,559,0.021873
C4024000,590,NA
C4024000,619,0.00774
C4024000,665,0.005273
C4024000,683,0.009993
C4024000,705,0.004046
C4024000,779,NA
C4024000,866,NA
C4025000,411,0.044113
C4025000,443,0.041255
C4025000,456,0.040517000000000004
C4025000,490,0.034276
C4025000,509,NA
C4025000,532,0.016501
C4025000,556,NA
C4025000,559,0.009975000000000001
C4025000,590,NA
C4025000,619,0.002155
C4025000,665,0.001224
C4025000,683,0.0015
C4025000,705,6.81e-4
C4025000,779,NA
C4025000,866,NA
C4026000,411,0.030793
C4026000,443,0.035998999999999996
C4026000,456,0.037989999999999996
C4026000,490,0.041344000000000006
C4026000,509,NA
C4026000,532,0.027441
C4026000,556,NA
C4026000,559,0.016741
C4026000,590,NA
C4026000,619,0.002297
C4026000,665,0.0011020000000000001
C4026000,683,0.0013850000000000002
C4026000,705,6.569999999999999e-4
C4026000,779,NA
C4026000,866,NA
C4027000,411,0.039954
C4027000,443,0.042981
C4027000,456,0.04327
C4027000,490,0.039599
C4027000,509,NA
C4027000,532,0.018605
C4027000,556,NA
C4027000,559,0.011081
C4027000,590,NA
C4027000,619,0.001951
C4027000,665,0.0011
C4027000,683,0.001203
C4027000,705,5.54e-4
C4027000,779,NA
C4027000,866,NA
C4028000,411,0.046369999999999995
C4028000,443,0.046462
C4028000,456,0.046586999999999996
C4028000,490,0.040893
C4028000,509,NA
C4028000,532,0.021793
C4028000,556,NA
C4028000,559,0.014571
C4028000,590,NA
C4028000,619,0.002079
C4028000,665,0.001039
C4028000,683,0.001235
C4028000,705,4.2e-4
C4028000,779,NA
C4028000,866,NA
C4029000,411,NA
C4029000,443,NA
C4029000,456,NA
C4029000,490,NA
C4029000,509,NA
C4029000,532,NA
C4029000,556,NA
C4029000,559,NA
C4029000,590,NA
C4029000,619,NA
C4029000,665,NA
C4029000,683,NA
C4029000,705,NA
C4029000,779,NA
C4029000,866,NA
C4030000,411,NA
C4030000,443,NA
C4030000,456,NA
C4030000,490,NA
C4030000,509,NA
C4030000,532,NA
C4030000,556,NA
C4030000,559,NA
C4030000,590,NA
C4030000,619,NA
C4030000,665,NA
C4030000,683,NA
C4030000,705,NA
C4030000,779,NA
C4030000,866,NA
C4031000,411,0.034857
C4031000,443,0.039299
C4031000,456,0.041555
C4031000,490,0.044161
C4031000,509,NA
C4031000,532,0.026669000000000002
C4031000,556,NA
C4031000,559,0.016817
C4031000,590,NA
C4031000,619,0.002652
C4031000,665,0.0014910000000000001
C4031000,683,0.0018210000000000001
C4031000,705,7.340000000000001e-4
C4031000,779,NA
C4031000,866,NA
C4032000,411,NA
C4032000,443,NA
C4032000,456,NA
C4032000,490,NA
C4032000,509,NA
C4032000,532,NA
C4032000,556,NA
C4032000,559,NA
C4032000,590,NA
C4032000,619,NA
C4032000,665,NA
C4032000,683,NA
C4032000,705,NA
C4032000,779,NA
C4032000,866,NA
C4033000,411,0.029028
C4033000,443,0.029916
C4033000,456,0.029700999999999998
C4033000,490,0.026373999999999998
C4033000,509,NA
C4033000,532,0.011655
C4033000,556,NA
C4033000,559,0.006221
C4033000,590,NA
C4033000,619,5.65e-4
C4033000,665,2.36e-4
C4033000,683,2.92e-4
C4033000,705,1.38e-4
C4033000,779,NA
C4033000,866,NA
C4034000,411,0.044760999999999995
C4034000,443,0.042514
C4034000,456,0.041853999999999995
C4034000,490,0.034494
C4034000,509,NA
C4034000,532,0.016132999999999998
C4034000,556,NA
C4034000,559,0.009877
C4034000,590,NA
C4034000,619,0.001944
C4034000,665,0.001201
C4034000,683,0.0014149999999999998
C4034000,705,6.479999999999999e-4
C4034000,779,NA
C4034000,866,NA
C4035000,411,0.040156
C4035000,443,0.038369
C4035000,456,0.038155
C4035000,490,0.032996
C4035000,509,NA
C4035000,532,0.015697000000000003
C4035000,556,NA
C4035000,559,0.00945
C4035000,590,NA
C4035000,619,0.001716
C4035000,665,9.81e-4
C4035000,683,0.00122
C4035000,705,5.31e-4
C4035000,779,NA
C4035000,866,NA
C4036000,411,0.046371
C4036000,443,0.064282
C4036000,456,0.070851
C4036000,490,0.08213699999999999
C4036000,509,NA
C4036000,532,0.08161
C4036000,556,NA
C4036000,559,0.072673
C4036000,590,NA
C4036000,619,0.036779
C4036000,665,0.027621000000000003
C4036000,683,0.031305
C4036000,705,0.014931000000000002
C4036000,779,NA
C4036000,866,NA
C4037000,411,0.040812999999999995
C4037000,443,0.052164999999999996
C4037000,456,0.055355999999999995
C4037000,490,0.060432
C4037000,509,NA
C4037000,532,0.05447199999999999
C4037000,556,NA
C4037000,559,0.044112
C4037000,590,NA
C4037000,619,0.016297
C4037000,665,0.009643
C4037000,683,0.011682
C4037000,705,0.005106
C4037000,779,NA
C4037000,866,NA
C4038000,411,0.032706
C4038000,443,0.040486
C4038000,456,0.043001
C4038000,490,0.044032999999999996
C4038000,509,NA
C4038000,532,0.040802
C4038000,556,NA
C4038000,559,0.033325
C4038000,590,NA
C4038000,619,0.022612999999999998
C4038000,665,0.014868
C4038000,683,0.016658
C4038000,705,0.005787
C4038000,779,NA
C4038000,866,NA
C4039000,411,NA
C4039000,443,NA
C4039000,456,NA
C4039000,490,NA
C4039000,509,NA
C4039000,532,NA
C4039000,556,NA
C4039000,559,NA
C4039000,590,NA
C4039000,619,NA
C4039000,665,NA
C4039000,683,NA
C4039000,705,NA
C4039000,779,NA
C4039000,866,NA
C4040000,411,0.040519
C4040000,443,0.039512
C4040000,456,0.039574
C4040000,490,0.034517
C4040000,509,NA
C4040000,532,0.018504
C4040000,556,NA
C4040000,559,0.011779999999999999
C4040000,590,NA
C4040000,619,0.003528
C4040000,665,0.002332
C4040000,683,0.0027589999999999997
C4040000,705,0.0013109999999999999
C4040000,779,NA
C4040000,866,NA
C4041000,411,0.041981000000000004
C4041000,443,0.039537
C4041000,456,0.039647
C4041000,490,0.034296
C4041000,509,NA
C4041000,532,0.017819
C4041000,556,NA
C4041000,559,0.011373
C4041000,590,NA
C4041000,619,0.002392
C4041000,665,0.0014039999999999999
C4041000,683,0.001663
C4041000,705,7.019999999999999e-4
C4041000,779,NA
C4041000,866,NA
C4042000,411,0.042454
C4042000,443,0.039632
C4042000,456,0.038741
C4042000,490,0.0321
C4042000,509,NA
C4042000,532,0.015259
C4042000,556,NA
C4042000,559,0.00907
C4042000,590,NA
C4042000,619,0.001719
C4042000,665,9.31e-4
C4042000,683,0.001122
C4042000,705,5.28e-4
C4042000,779,NA
C4042000,866,NA
C4043000,411,NA
C4043000,443,NA
C4043000,456,NA
C4043000,490,NA
C4043000,509,NA
C4043000,532,NA
C4043000,556,NA
C4043000,559,NA
C4043000,590,NA
C4043000,619,NA
C4043000,665,NA
C4043000,683,NA
C4043000,705,NA
C4043000,779,NA
C4043000,866,NA
C4044000,411,0.039289
C4044000,443,0.0408
C4044000,456,0.041894999999999995
C4044000,490,0.03938
C4044000,509,NA
C4044000,532,0.022267000000000002
C4044000,556,NA
C4044000,559,0.013903
C4044000,590,NA
C4044000,619,0.0026590000000000003
C4044000,665,0.0015329999999999999
C4044000,683,0.0019420000000000001
C4044000,705,7.88e-4
C4044000,779,NA
C4044000,866,NA
C4045000,411,NA
C4045000,443,NA
C4045000,456,NA
C4045000,490,NA
C4045000,509,NA
C4045000,532,NA
C4045000,556,NA
C4045000,559,NA
C4045000,590,NA
C4045000,619,NA
C4045000,665,NA
C4045000,683,NA
C4045000,705,NA
C4045000,779,NA
C4045000,866,NA
C4046000,411,NA
C4046000,443,NA
C4046000,456,NA
C4046000,490,NA
C4046000,509,NA
C4046000,532,NA
C4046000,556,NA
C4046000,559,NA
C4046000,590,NA
C4046000,619,NA
C4046000,665,NA
C4046000,683,NA
C4046000,705,NA
C4046000,779,NA
C4046000,866,NA
C4047000,411,0.05146
C4047000,443,0.070872
C4047000,456,0.079614
C4047000,490,0.09828200000000001
C4047000,509,NA
C4047000,532,0.12229100000000001
C4047000,556,NA
C4047000,559,0.11015499999999999
C4047000,590,NA
C4047000,619,0.050154
C4047000,665,0.033408
C4047000,683,0.039554
C4047000,705,0.021771
C4047000,779,NA
C4047000,866,NA
C4048000,411,NA
C4048000,443,NA
C4048000,456,NA
C4048000,490,NA
C4048000,509,NA
C4048000,532,NA
C4048000,556,NA
C4048000,559,NA
C4048000,590,NA
C4048000,619,NA
C4048000,665,NA
C4048000,683,NA
C4048000,705,NA
C4048000,779,NA
C4048000,866,NA
C5005000,411,NA
C5005000,443,NA
C5005000,456,NA
C5005000,490,NA
C5005000,509,NA
C5005000,532,NA
C5005000,556,NA
C5005000,559,NA
C5005000,590,NA
C5005000,619,NA
C5005000,665,NA
C5005000,683,NA
C5005000,705,NA
C5005000,779,NA
C5005000,866,NA
C5006000,411,NA
C5006000,443,NA
C5006000,456,NA
C5006000,490,NA
C5006000,509,NA
C5006000,532,NA
C5006000,556,NA
C5006000,559,NA
C5006000,590,NA
C5006000,619,NA
C5006000,665,NA
C5006000,683,NA
C5006000,705,NA
C5006000,779,NA
C5006000,866,NA
C5007000,411,0.005677
C5007000,443,0.007267
C5007000,456,0.008557
C5007000,490,0.012936000000000001
C5007000,509,NA
C5007000,532,0.020444
C5007000,556,NA
C5007000,559,0.026911
C5007000,590,NA
C5007000,619,0.011889
C5007000,665,0.007332
C5007000,683,0.014185000000000001
C5007000,705,0.007149
C5007000,779,NA
C5007000,866,NA
C5008000,411,NA
C5008000,443,NA
C5008000,456,NA
C5008000,490,NA
C5008000,509,NA
C5008000,532,NA
C5008000,556,NA
C5008000,559,NA
C5008000,590,NA
C5008000,619,NA
C5008000,665,NA
C5008000,683,NA
C5008000,705,NA
C5008000,779,NA
C5008000,866,NA
C5009000,411,NA
C5009000,443,NA
C5009000,456,NA
C5009000,490,NA
C5009000,509,NA
C5009000,532,NA
C5009000,556,NA
C5009000,559,NA
C5009000,590,NA
C5009000,619,NA
C5009000,665,NA
C5009000,683,NA
C5009000,705,NA
C5009000,779,NA
C5009000,866,NA
C5010000,411,NA
C5010000,443,NA
C5010000,456,NA
C5010000,490,NA
C5010000,509,NA
C5010000,532,NA
C5010000,556,NA
C5010000,559,NA
C5010000,590,NA
C5010000,619,NA
C5010000,665,NA
C5010000,683,NA
C5010000,705,NA
C5010000,779,NA
C5010000,866,NA
C5011000,411,0.007718
C5011000,443,0.009130000000000001
C5011000,456,0.010747
C5011000,490,0.015042
C5011000,509,NA
C5011000,532,0.01822
C5011000,556,NA
C5011000,559,0.0218
C5011000,590,NA
C5011000,619,0.011092
C5011000,665,0.005598
C5011000,683,0.0076690000000000005
C5011000,705,0.004923
C5011000,779,NA
C5011000,866,NA
C5012000,411,0.0104
C5012000,443,0.012417000000000001
C5012000,456,0.01395
C5012000,490,0.018680000000000002
C5012000,509,NA
C5012000,532,0.029686
C5012000,556,NA
C5012000,559,0.036592
C5012000,590,NA
C5012000,619,0.01718
C5012000,665,0.010875
C5012000,683,0.016632
C5012000,705,0.009651999999999999
C5012000,779,NA
C5012000,866,NA
C5013000,411,0.009684
C5013000,443,0.011123000000000001
C5013000,456,0.013484000000000001
C5013000,490,0.020246
C5013000,509,NA
C5013000,532,0.032675
C5013000,556,NA
C5013000,559,0.043308
C5013000,590,NA
C5013000,619,0.020871
C5013000,665,0.010038
C5013000,683,0.013266
C5013000,705,0.00951
C5013000,779,NA
C5013000,866,NA
C5014000,411,NA
C5014000,443,NA
C5014000,456,NA
C5014000,490,NA
C5014000,509,NA
C5014000,532,NA
C5014000,556,NA
C5014000,559,NA
C5014000,590,NA
C5014000,619,NA
C5014000,665,NA
C5014000,683,NA
C5014000,705,NA
C5014000,779,NA
C5014000,866,NA
C5015000,411,0.009807
C5015000,443,0.012768999999999999
C5015000,456,0.014598
C5015000,490,0.019049
C5015000,509,NA
C5015000,532,0.024306
C5015000,556,NA
C5015000,559,0.028906
C5015000,590,NA
C5015000,619,0.012728
C5015000,665,0.00695
C5015000,683,0.009451000000000001
C5015000,705,0.0053690000000000005
C5015000,779,NA
C5015000,866,NA
C5016000,411,NA
C5016000,443,NA
C5016000,456,NA
C5016000,490,NA
C5016000,509,NA
C5016000,532,NA
C5016000,556,NA
