station,wavelength,eu_w_m2_um,ed_w_m2_um,k_eu_m1,k_ed_m1
C6045000,532,54.851002,634.692993,0.132,0.122
C6045000,559,51.748001,660.284973,0.128,0.041
C6045000,619,15.045,602.716003,0.333,0.369
C6045000,665,9.11,606.177002,0.458,0.448
C6045000,683,7.995,532.390015,0.466,0.473
C6045000,705,4.106,475.181,0.681,0.921
C6045000,779,0.518,470.380005,1.602,3.099
C6045000,866,0.082,362.815002,2.987,4.399
C6046000,411,2.461,113.663002,0.196,0.195
C6046000,443,3.561,128.393005,0.159,0.149
C6046000,456,5.044,139.632004,0.14,0.132
C6046000,490,6.1,127.301003,0.097,0.106
C6046000,509,5.791,127.940002,0.096,0.108
C6046000,532,4.973,112.783997,0.099,0.1
C6046000,559,4.126,115.054001,0.116,0.122
C6046000,619,0.889,106.412003,0.351,0.327
C6046000,665,0.512,105.239998,0.433,0.452
C6046000,683,0.589,95.848,0.415,0.496
C6046000,705,0.245,86.143997,0.498,0.732
C6046000,779,0.04,85.681,1.778,2.742
C6046000,866,NA,64.155998,NA,NA
C6047000,411,4.069,247.311005,0.213,0.315
C6047000,443,5.539,288.783997,0.156,0.258
C6047000,456,7.969,312.89801,0.136,0.235
C6047000,490,10.145,292.928009,0.093,0.188
C6047000,509,11.783,293.962006,0.072,0.17
C6047000,532,11.675,264.893005,0.063,0.162
C6047000,559,10.806,269.777008,0.066,0.164
C6047000,619,2.495,250.085007,0.296,0.385
C6047000,665,1.574,251.412003,0.418,0.551
C6047000,683,2.016,226.949997,0.353,0.581
C6047000,705,0.777,200.356995,0.502,0.843
C6047000,779,0.109,200.371994,2.237,1.377
C6047000,866,NA,153.225998,NA,3.592
C6048000,411,5.881,283.627014,0.137,NA
C6048000,443,8.865,316.835999,0.094,NA
C6048000,456,12.566,337.959015,0.072,NA
C6048000,490,15.562,314.764008,0.039,NA
C6048000,509,14.801,326.852997,0.034,NA
C6048000,532,13.015,284.591003,0.036,NA
C6048000,559,11.184,286.311005,0.046,NA
C6048000,619,2.988,271.622009,0.373,NA
C6048000,665,2.09,267.783997,0.561,NA
C6048000,683,2.016,239.139999,0.486,NA
C6048000,705,0.971,224.968002,0.677,NA
C6048000,779,0.14,213.897003,2.243,NA
C6048000,866,0.016,165.936005,1.973,NA
C6049000,411,3.913,120.681999,0.416,0.669
C6049000,443,6.167,140.322006,0.317,0.442
C6049000,456,8.974,152.994003,0.281,0.39
C6049000,490,11.682,142,0.2,0.32
C6049000,509,12.391,136.487,0.185,0.337
C6049000,532,12.155,122.070999,0.172,0.295
C6049000,559,12.412,124.862999,0.172,0.266
C6049000,619,4.962,115.445999,0.378,0.582
C6049000,665,3.187,117.943001,0.528,0.832
C6049000,683,2.806,106.727997,0.548,0.901
C6049000,705,1.333,94.400002,0.673,1.346
C6049000,779,NA,98.394997,NA,2.862
C6049000,866,NA,75.625999,NA,5.994
C6050000,411,5.868,297.865997,0.223,NA
C6050000,443,7.919,332.255005,0.116,NA
C6050000,456,11.885,358.303986,0.115,NA
C6050000,490,16.268,333.071991,0.115,NA
C6050000,509,19.879999,351.417999,0.124,NA
C6050000,532,20.646999,303.721008,0.132,NA
C6050000,559,19.771999,300.915985,0.124,NA
C6050000,619,6.365,289.846008,0.475,NA
C6050000,665,3.962,284.468994,0.614,NA
C6050000,683,5.695,253.744003,0.915,NA
C6050000,705,2.406,238.546997,1.048,NA
C6050000,779,NA,222.940002,NA,NA
C6050000,866,NA,169.852005,NA,NA
C6051000,411,11.435,320.98999,0.317,0.296
C6051000,443,19.739,378.752991,0.248,0.275
C6051000,456,29.041,409.519012,0.225,0.245
C6051000,490,39.598999,384.050995,0.187,0.176
C6051000,509,39.228001,403.596008,0.182,0.083
C6051000,532,37.101002,361.38501,0.184,0.121
C6051000,559,35.037998,368.057007,0.192,0.214
C6051000,619,10.889,354.006989,0.477,0.464
C6051000,665,7.46,353.308014,0.641,0.711
C6051000,683,6.802,309.457001,0.698,0.655
C6051000,705,3.357,291.80899,0.865,1.046
C6051000,779,0.368,283.311005,1.553,3.029
C6051000,866,0.057,217.585007,2.519,4.91
C6052000,411,5.495,257.993988,0.31,0.149
C6052000,443,7.867,322.639008,0.243,0.024
C6052000,456,11.358,356.131012,0.214,NA
C6052000,490,14.519,342.536987,0.16,NA
C6052000,509,17.343,334.304993,0.142,NA
C6052000,532,17.030001,311.307007,0.132,NA
C6052000,559,15.311,317.179993,0.134,NA
C6052000,619,3.908,316.546997,0.395,0.183
C6052000,665,2.442,322.467987,0.515,0.313
C6052000,683,3.001,287.536011,0.443,0.361
C6052000,705,1.317,266.269989,0.666,0.785
C6052000,779,0.208,265.369995,2.8,NA
C6052000,866,NA,203.626999,NA,NA
C6053000,411,2.949,146.942993,0.254,0.266
C6053000,443,4.383,170.830002,0.187,0.199
C6053000,456,6.275,183.675003,0.168,0.172
C6053000,490,7.893,168.358994,0.129,0.142
C6053000,509,7.928,165.022003,0.123,0.138
C6053000,532,7.079,147.727005,0.122,0.136
C6053000,559,6.099,143.022003,0.129,0.156
C6053000,619,1.548,136.348007,0.38,0.37
C6053000,665,0.968,134.378006,0.491,0.508
C6053000,683,0.987,122.185997,0.47,0.551
C6053000,705,0.432,115.075996,0.567,0.824
C6053000,779,0.07,111.848,NA,3.45
C6053000,866,NA,85.551003,NA,5.113
C6054000,411,27.497999,852.205017,1.889,1.929
C6054000,443,48.485001,1038.708984,1.601,1.454
C6054000,456,72.531998,1135.633057,1.453,1.321
C6054000,490,105.944,1085.843994,1.167,1.044
C6054000,509,122.002998,1109.661987,1.09,0.923
C6054000,532,126.889999,1012.041016,0.983,0.839
C6054000,559,141.444,1045.083984,0.895,0.801
C6054000,619,91.500999,1014.984009,1.084,0.956
C6054000,665,65.932999,1007.375977,1.27,1.122
C6054000,683,61.823002,939.427002,1.323,1.166
C6054000,705,40.041,836.797974,1.579,1.428
C6054000,779,9.376,806.187012,3.92,3.509
C6054000,866,NA,613.679993,NA,5.991
C6055000,411,18.999001,954.481018,1.602,2.158
C6055000,443,36.202,1127.344971,1.397,1.552
C6055000,456,53.146999,1225.662964,1.239,1.367
C6055000,490,72.713997,1165.703979,0.912,1.012
C6055000,509,80.589996,1227.385986,0.792,0.906
C6055000,532,86.153,1096.758057,0.712,0.831
C6055000,559,102.352997,1128.078003,0.682,0.739
C6055000,619,59.381001,1096.084961,0.798,0.98
C6055000,665,41.669998,1073.241943,0.975,1.106
C6055000,683,36.737999,1003.625,0.988,1.13
C6055000,705,22.464001,935.58197,1.195,1.555
C6055000,779,2,861.54303,NA,3.432
C6055000,866,NA,659.807007,NA,5.267
C6056000,411,15.813,822.71698,1.358,1.694
C6056000,443,28.136999,978.809998,1.073,1.333
C6056000,456,45.265999,1077.859009,1.071,1.191
C6056000,490,68.234001,995.872009,0.826,0.959
C6056000,509,80.068001,1077.506958,0.742,0.888
C6056000,532,87.800003,942.549988,0.691,0.785
C6056000,559,100.114998,980.093994,0.641,0.722
C6056000,619,59.817001,947.83197,0.824,0.901
C6056000,665,36.332001,902.155029,0.93,1.05
C6056000,683,32.285999,861.5,0.925,1.084
C6056000,705,19.747999,805.296021,1.15,1.31
C6056000,779,3.323,757.004028,3.566,3.916
C6056000,866,0.348,566.546021,3.844,NA
C6057000,411,19.285,716.848999,1.535,1.604
C6057000,443,35.570999,878.187012,1.326,1.187
C6057000,456,55.813,972.330017,1.193,1.095
C6057000,490,87.615997,916.004028,0.949,0.883
C6057000,509,99.557999,905.950012,0.862,0.801
C6057000,532,110,850.223022,NA,0.708
C6057000,559,110,907.973022,NA,0.678
C6057000,619,68.750999,845.98999,0.862,0.819
C6057000,665,50.591,889.754028,1.093,0.963
C6057000,683,44.089001,808.958984,1.075,0.988
C6057000,705,24.855,719.224976,1.301,1.199
C6057000,779,3.5,684.254028,NA,5.208
C6057000,866,0.25,511.384003,3.411,NA
C6058000,411,7.922,743.723022,0.622,0.757
C6058000,443,12.349,913.604004,0.595,0.55
C6058000,456,18.424,998.69397,0.583,0.523
C6058000,490,26.615,960.690979,0.584,0.442
C6058000,509,30.125,982.307983,0.554,0.402
C6058000,532,31.511999,899.642029,0.53,0.385
C6058000,559,34.544998,942.281982,0.514,0.341
C6058000,619,11.527,888.840027,0.788,0.541
C6058000,665,7.566,935.987976,0.966,0.734
C6058000,683,9.886,843.857971,0.932,0.791
C6058000,705,4.161,736.344971,1.116,1.076
C6058000,779,0.51,713.817993,2.26,3.259
C6058000,866,0.078,548.778015,3.453,NA
C6059000,411,7.76,654.703003,0.923,1.006
C6059000,443,12.07,765.526978,0.71,0.799
C6059000,456,17.851,829.601013,0.613,0.736
C6059000,490,26.056999,800.481018,0.49,0.591
C6059000,509,31.107,840.544006,0.414,0.551
C6059000,532,34.332001,752.218994,0.359,0.499
C6059000,559,39.240002,764.901978,0.308,0.49
C6059000,619,16.906,742.963989,0.553,0.638
C6059000,665,10.377,744.961975,0.719,0.798
C6059000,683,12.141,672.401978,0.751,0.838
C6059000,705,6.286,637.106018,0.925,1.024
C6059000,779,0.672,590.396973,2.157,NA
C6059000,866,0.091,458.559998,2.791,NA
C6060000,411,20.572001,523.18103,2.761,2.877
C6060000,443,31.378,605.085022,2.127,2.299
C6060000,456,49.318001,648.781006,2.119,2.126
C6060000,490,74.012001,614.838013,1.922,1.792
C6060000,509,84.762001,624.666016,1.664,1.666
C6060000,532,91.063004,565.719971,1.464,1.502
C6060000,559,111.491997,580.051025,1.376,1.338
C6060000,619,84.400002,564.164001,1.427,1.397
C6060000,665,68.295998,557.291016,1.592,1.548
C6060000,683,64.157997,518.114014,1.632,1.591
C6060000,705,45.214001,482.480988,1.949,1.838
C6060000,779,NA,440.007996,NA,3.028
C6060000,866,NA,334.628998,NA,NA
C6061000,411,7.881,427.96701,3.58,4.688
C6061000,443,12.55,537.247986,3.482,4.02
C6061000,456,20.891001,599.968994,3.246,3.676
C6061000,490,34.450001,582.804993,2.698,3.142
C6061000,509,39.077999,505.170013,2.446,2.939
C6061000,532,43.224998,523.684021,2.223,2.722
C6061000,559,51.820999,547.758972,2.047,2.348
C6061000,619,46.984001,525.596985,2.099,2.538
C6061000,665,38.227001,555.835999,2.237,2.67
C6061000,683,36.952999,510.214996,2.271,2.683
C6061000,705,26.604,441.093994,2.31,2.791
C6061000,779,5.796,438.334015,4.054,4.948
C6061000,866,1.445,328.898987,6.619,7.413
C6062000,411,6.184,295.225006,2.497,NA
C6062000,443,10.413,350.308014,2.298,NA
C6062000,456,16.017,379.929993,2.134,NA
C6062000,490,23.264999,354.321991,1.74,NA
C6062000,509,27.054001,356.502991,1.59,NA
C6062000,532,28.759001,314.105011,1.442,NA
C6062000,559,32.668999,309.696991,1.299,NA
C6062000,619,24.752001,302.540009,1.379,NA
C6062000,665,17.743,289.300995,1.532,NA
C6062000,683,16.660999,273.221008,1.566,NA
C6062000,705,11.921,256.162994,1.715,NA
C6062000,779,2.151,234.222,3.769,NA
C6062000,866,0.518,175.108002,6.252,NA
C6063000,411,5.292,270.927002,1.319,1.699
C6063000,443,9.029,307.234009,1.007,1.269
C6063000,456,13.874,329.565002,0.922,1.112
C6063000,490,20.434999,302.028015,0.702,0.851
C6063000,509,23.150999,313.450989,0.621,0.764
C6063000,532,24.487,274.950989,0.557,0.717
C6063000,559,27.271,268.727997,0.494,0.623
C6063000,619,15.977,260.326996,0.714,0.814
C6063000,665,10.442,246.598007,0.876,0.955
C6063000,683,9.608,225.358994,0.906,0.992
C6063000,705,5.871,213.641006,1.118,1.245
C6063000,779,0.795,201.645996,2.814,2.327
C6063000,866,0.149,153.033005,4.257,5.475
C6064000,411,2.598,124.426003,1.319,NA
C6064000,443,4.22,144.401001,1.015,NA
C6064000,456,6.458,154.093002,0.914,NA
C6064000,490,9.41,141.634003,0.706,NA
C6064000,509,10.784,142.181,0.626,NA
C6064000,532,11.477,128.412994,0.56,NA
C6064000,559,12.838,129.009003,0.498,NA
C6064000,619,6.672,119.535004,0.671,NA
C6064000,665,4.164,115.497002,0.845,NA
C6064000,683,3.882,104.877998,0.887,NA
C6064000,705,2.254,96.117996,1.03,NA
C6064000,779,0.292,96.002998,3.215,NA
C6064000,866,0.047,73.108002,6.01,NA
C6065000,411,4.529,281.015015,1.137,NA
C6065000,443,7.109,319.894012,0.907,NA
C6065000,456,10.58,343.947998,0.806,NA
C6065000,490,15.18,313.725006,0.59,NA
C6065000,509,17.641001,322.800995,0.509,NA
C6065000,532,19.238001,283.557007,0.45,NA
C6065000,559,22.673,284.674011,0.415,NA
C6065000,619,11.933,265.575012,0.598,NA
C6065000,665,7.346,258.350006,0.774,NA
C6065000,683,6.749,233.934998,0.796,NA
C6065000,705,4.285,214.669998,0.959,NA
C6065000,779,0.598,202.955994,2.893,NA
C6065000,866,0.042,154.134003,2.692,NA
C6066000,411,5.989,511.895996,0.949,NA
C6066000,443,8.79,601.927979,0.661,NA
C6066000,456,13.274,653.780029,0.571,NA
C6066000,490,18.629999,606.645996,0.369,NA
C6066000,509,23.110001,615.021973,0.299,NA
C6066000,532,25.011999,552.497009,0.245,NA
C6066000,559,27.246,556.580994,0.205,NA
C6066000,619,11.583,528.934021,0.464,NA
C6066000,665,6.664,516.828003,0.665,NA
C6066000,683,7.429,467.533997,0.723,NA
C6066000,705,4.11,430.201996,0.925,NA
C6066000,779,NA,404.557007,NA,NA
C6066000,866,0.045,305.324005,3.181,NA
C6067000,411,7.854,692.176025,0.92,NA
C6067000,443,11.242,821.36499,0.736,NA
C6067000,456,16.841999,879.715027,0.646,NA
C6067000,490,22.664,821.52301,0.466,NA
C6067000,509,29.843,850.721985,0.342,NA
C6067000,532,34.733002,770.344971,0.283,NA
C6067000,559,38.823002,779.554993,0.244,NA
C6067000,619,16.318001,754.906006,0.47,NA
C6067000,665,9.766,729.411987,0.697,NA
C6067000,683,11.453,663.036987,0.66,NA
C6067000,705,6.691,625.963013,0.847,NA
C6067000,779,0.724,585.521973,2.294,NA
C6067000,866,0.112,447.802002,3.382,NA
C6068000,411,9.821,756.35199,0.547,0.597
C6068000,443,14.262,907.861023,0.429,0.494
C6068000,456,20.716,993.203003,0.377,0.422
C6068000,490,27.778999,933.86499,0.267,0.319
C6068000,509,32.324001,945.559021,0.247,0.276
C6068000,532,33.606998,857.312988,0.23,0.324
C6068000,559,35.383999,872.994995,0.211,0.263
C6068000,619,10.344,843.296997,0.436,0.552
C6068000,665,6.308,836.080994,0.569,0.685
C6068000,683,7.244,771.015991,0.551,0.739
C6068000,705,3.419,706.640991,0.769,1
C6068000,779,0.502,662.510986,2.853,3.751
C6068000,866,0.099,502.147003,4.039,NA
C6069000,411,20.068001,536.171997,0.391,0.476
C6069000,443,27.365,642.127014,0.299,0.387
C6069000,456,39.057999,694.515991,0.286,0.336
C6069000,490,48.348999,636.999023,0.251,0.273
C6069000,509,51.213001,659.288025,0.233,0.259
C6069000,532,48.272999,579.877014,0.226,0.229
C6069000,559,46.845001,592.862976,0.225,0.222
C6069000,619,14.661,566.429993,0.507,0.493
C6069000,665,8.358,545.48999,0.62,0.676
C6069000,683,7.543,490.30899,0.581,0.736
C6069000,705,3.617,453.455994,0.758,1.063
C6069000,779,0.486,429.123993,3.305,NA
C6069000,866,0.039,326.278992,2.706,NA
C6070000,411,7.818,491.528992,1.49,NA
C6070000,443,13.555,570.044006,1.208,NA
C6070000,456,20.561001,613.848999,1.055,NA
C6070000,490,30.782,571.969971,0.752,NA
C6070000,509,36.752998,584.656982,0.644,NA
C6070000,532,40.019001,525.278992,0.555,NA
C6070000,559,45.862,533.124023,0.477,NA
C6070000,619,26.549999,504.48999,0.594,NA
C6070000,665,16.691999,492.984009,0.757,NA
C6070000,683,15.725,448.656006,0.795,NA
C6070000,705,10.023,414.165009,0.976,NA
C6070000,779,1.4,389.497009,NA,NA
C6070000,866,0.254,297.957001,5.307,NA
C6071000,411,8.77,327.455994,2.702,3.515
C6071000,443,14.6,384.048004,2.533,2.879
C6071000,456,23.134001,412.367004,2.354,2.628
C6071000,490,34.756001,371.804993,1.96,2.189
C6071000,509,39.75,327.024994,1.799,2.034
C6071000,532,42.560001,332.488007,1.673,1.907
C6071000,559,48.264,334.802002,1.562,1.687
C6071000,619,36.467999,302.635986,1.652,1.834
C6071000,665,28.466999,306.097992,1.832,2.032
C6071000,683,26.002001,271.459015,1.842,2.077
C6071000,705,17.339001,237.966995,2.072,2.24
C6071000,779,3.177,237.690002,4.217,6.95
C6071000,866,0.6,183.587997,NA,NA
C6072000,411,12.107,593.349976,1.337,2.01
C6072000,443,22.422001,722.734985,1.108,1.527
C6072000,456,35.564999,800.127014,1.019,1.379
C6072000,490,56.174999,777.771973,0.802,1.105
C6072000,509,NA,798.380981,0.716,1.038
C6072000,532,90,725.637024,NA,0.954
C6072000,559,84.960999,727.71698,0.632,0.866
C6072000,619,50.800999,732.695007,0.739,1.047
C6072000,665,41,746.885986,NA,1.187
C6072000,683,32.433998,676.695984,0.889,1.254
C6072000,705,19.135,632.570007,1.052,1.563
C6072000,779,3.199,599.103027,3.614,3.662
C6072000,866,0.6,465.415009,NA,5.636
C6073000,411,10.665,363.859009,2.39,2.88
C6073000,443,18.117001,430.996002,2.271,2.517
C6073000,456,28.957001,475.386993,2.097,2.345
C6073000,490,43.907001,429.06601,1.708,2.093
C6073000,509,50.312,424.838989,1.578,1.849
C6073000,532,55.660999,390.622986,1.453,1.787
C6073000,559,68.225998,400.612,1.387,1.411
C6073000,619,65.007004,368.917999,1.741,1.568
C6073000,665,38.146999,378.445007,1.635,1.713
C6073000,683,34.150002,326.39801,1.648,1.713
C6073000,705,22.660999,297.916992,1.794,1.999
C6073000,779,4.086,293.847992,3.93,4.39
C6073000,866,0.938,223.028,5.812,5.864
C6074000,411,8.015,469.701996,1.047,NA
C6074000,443,13.097,590.453003,0.835,NA
C6074000,456,20.666,652.004028,0.814,NA
C6074000,490,30.125999,620.057983,0.631,NA
C6074000,509,35.207001,626.210999,0.532,NA
C6074000,532,37.533001,581.208008,0.481,NA
C6074000,559,42.743999,604.723022,0.444,NA
C6074000,619,19.898001,575.976013,0.661,NA
C6074000,665,12.313,607.429993,0.862,NA
C6074000,683,12.093,546.434021,0.866,NA
C6074000,705,7.086,498.227997,1.043,NA
C6074000,779,0.874,491.300995,2.639,NA
C6074000,866,0.135,376.174011,3.64,NA
C6075000,411,3.937,311.277008,0.857,NA
C6075000,443,6.015,373.070007,0.629,NA
C6075000,456,9.146,392.122009,0.583,NA
C6075000,490,12.702,345.156006,0.387,NA
C6075000,509,15.041,387.02301,0.316,NA
C6075000,532,15.889,349.575012,0.279,NA
C6075000,559,17.857,329.01001,0.226,NA
C6075000,619,7.677,341.083008,0.479,NA
C6075000,665,4.727,320.415009,0.678,NA
C6075000,683,4.846,295.414001,0.717,NA
C6075000,705,2.745,295.92099,0.941,NA
C6075000,779,0.404,278.147003,3.139,NA
C6075000,866,0.042,210.061005,4.187,NA
C6076000,411,5.975,418.316986,0.887,NA
C6076000,443,8.647,517.187988,0.677,NA
C6076000,456,13.035,560.966003,0.592,NA
C6076000,490,18.336,562.046997,0.418,NA
C6076000,509,24.011,559.077026,0.358,NA
C6076000,532,25.719,514.583008,0.348,NA
C6076000,559,27.982,536.40802,0.29,NA
C6076000,619,12.779,506.221008,0.627,NA
C6076000,665,7.423,544.393982,0.82,NA
C6076000,683,8.272,513.02002,0.82,NA
C6076000,705,5.234,456.325012,1.127,NA
C6076000,779,0.754,435.256989,3.414,NA
C6076000,866,0.038,346.062988,2.963,NA
C6077000,411,3.625,314.151001,0.743,0.684
C6077000,443,5.844,381.648987,0.613,0.413
C6077000,456,8.689,411.481995,0.552,0.291
C6077000,490,12.16,400.046997,0.429,0.179
C6077000,509,13.682,398.276001,0.376,0.135
C6077000,532,14.156,371.362,0.338,0.094
C6077000,559,15.39,385.260986,0.312,0.125
C6077000,619,5.806,362.833008,0.585,0.316
C6077000,665,4.014,384.975006,0.778,0.501
C6077000,683,4.57,350.937988,0.789,0.573
C6077000,705,2.242,316.106995,1.03,0.861
C6077000,779,0.263,313.531006,2.665,2.822
C6077000,866,NA,247.251999,NA,NA
C6078000,411,12.236,270.084015,0.469,NA
C6078000,443,18.839001,331.042999,0.398,NA
C6078000,456,27.768,361.743988,0.375,NA
C6078000,490,37.43,340.697998,0.333,NA
C6078000,509,39.834999,372.98999,0.316,NA
C6078000,532,38.148998,317.278992,0.31,NA
C6078000,559,38.421001,337.924011,0.315,NA
C6078000,619,14.098,316.68399,0.611,NA
C6078000,665,9.487,356.756012,0.78,NA
C6078000,683,8.34,325.622986,0.728,NA
C6078000,705,4.256,300.348999,1.019,NA
C6078000,779,NA,290.972992,6.445,NA
C6078000,866,NA,237.570999,NA,NA
C6079000,411,1.227,156.753998,4.898,NA
C6079000,443,2.1,188.113007,6.979,NA
C6079000,456,3.715,195.326004,6.732,NA
C6079000,490,6.574,185.695007,5.516,NA
C6079000,509,7.662,182.876007,4.611,NA
C6079000,532,9.269,165.587997,4.229,NA
C6079000,559,12.103,163.873993,3.84,NA
C6079000,619,12.116,157.074005,3.422,NA
C6079000,665,11.547,152.712997,3.462,NA
C6079000,683,11.031,139.932007,3.436,NA
C6079000,705,8.681,134.266006,3.18,NA
C6079000,779,2.991,132.154999,5.339,NA
C6079000,866,0.698,102.031998,6.484,NA
C6080000,411,6.079,228.994003,1.551,1.776
C6080000,443,9.69,260.950012,1.154,1.333
C6080000,456,14.947,280.444,1.036,1.158
C6080000,490,22.422001,258.937012,0.819,0.928
C6080000,509,25.823999,268.799988,0.748,0.859
C6080000,532,26.242001,236.356995,0.661,0.781
C6080000,559,29.806999,236.158005,0.604,0.711
C6080000,619,17.059,222.130005,0.772,0.901
C6080000,665,11.694,220.013,0.926,1.042
C6080000,683,10.605,202.033997,0.959,1.085
C6080000,705,6.281,191.113998,1.151,1.385
C6080000,779,0.984,182.973007,3.195,3.094
C6080000,866,0.148,139.781006,5.122,5.725
C6081000,411,3.564,161.447998,1.04,NA
C6081000,443,5.904,181.132004,0.808,NA
C6081000,456,8.974,193.942993,0.736,NA
C6081000,490,13.373,177.207993,0.604,NA
C6081000,509,15.706,183.501007,0.552,NA
C6081000,532,16.038,160.742996,0.494,NA
C6081000,559,17.596001,160.953995,0.452,NA
C6081000,619,8.144,147.921997,0.633,NA
C6081000,665,4.864,148.231995,0.758,NA
C6081000,683,4.437,133.979004,0.791,NA
C6081000,705,2.513,125.403,0.959,NA
C6081000,779,0.268,120.920998,2.701,NA
C6081000,866,NA,92.237,NA,NA
C6082000,411,2.72,196.203003,0.989,NA
C6082000,443,3.985,222.998001,0.784,NA
C6082000,456,6.001,239.138,0.693,NA
C6082000,490,8.355,220.326996,0.494,NA
C6082000,509,10.984,223.266006,0.468,NA
C6082000,532,12.012,199.059006,0.391,NA
C6082000,559,13.581,200.679001,0.34,NA
C6082000,619,6.053,184.949005,0.56,NA
C6082000,665,3.345,183.591995,0.723,NA
C6082000,683,3.455,166.371002,0.779,NA
C6082000,705,2.294,152.690994,0.972,NA
C6082000,779,0.352,145.087006,3.152,NA
C6082000,866,0.038,109.343002,3.788,NA
C6083000,411,1.683,131.860001,0.982,NA
C6083000,443,2.504,157.979004,0.864,NA
C6083000,456,3.758,169.949997,0.782,NA
C6083000,490,5.253,157.292999,0.607,NA
C6083000,509,6.695,151.863007,0.508,NA
C6083000,532,7.678,138.688004,0.477,NA
C6083000,559,8.968,137.639008,0.437,NA
C6083000,619,3.869,130.136993,0.611,NA
C6083000,665,2.15,128.203003,0.814,NA
C6083000,683,2.375,116.657997,0.864,NA
C6083000,705,1.557,105.385002,0.989,NA
C6083000,779,0.095,101.483002,2.072,NA
C6083000,866,NA,75.926003,NA,NA
C6084000,411,1.465,184.686005,0.64,NA
C6084000,443,2.737,201.953995,0.65,NA
C6084000,456,3.498,214.341995,0.473,NA
C6084000,490,4.662,194.871994,0.302,NA
C6084000,509,5.535,202.078003,0.244,NA
C6084000,532,6.136,175.757996,0.207,NA
