wl [nm]	refractive_index 	+/- error 
730.0	   1.3299511251	   0.0005000000
732.0	   1.3299128214	   0.0005000000
734.0	   1.3298747352	   0.0005000000
736.0	   1.3298368643	   0.0005000000
738.0	   1.3297992066	   0.0005000000
740.0	   1.3297617599	   0.0005000000
742.0	   1.3297245220	   0.0005000000
744.0	   1.3296874910	   0.0005000000
746.0	   1.3296506648	   0.0005000000
748.0	   1.3296140414	   0.0005000000
750.0	   1.3295776187	   0.0005000000
752.0	   1.3295413949	   0.0005000000
754.0	   1.3295053680	   0.0005000000
756.0	   1.3294695361	   0.0005000000
758.0	   1.3294338974	   0.0005000000
760.0	   1.3293984500	   0.0005000000
762.0	   1.3293631920	   0.0005000000
764.0	   1.3293281217	   0.0005000000
766.0	   1.3292932373	   0.0005000000
768.0	   1.3292585371	   0.0005000000
770.0	   1.3292240193	   0.0005000000
772.0	   1.3291896822	   0.0005000000
774.0	   1.3291555243	   0.0005000000
776.0	   1.3291215437	   0.0005000000
778.0	   1.3290877389	   0.0005000000
780.0	   1.3290541083	   0.0005000000
782.0	   1.3290206502	   0.0005000000
784.0	   1.3289873632	   0.0005000000
786.0	   1.3289542457	   0.0005000000
788.0	   1.3289212961	   0.0005000000
790.0	   1.3288885129	   0.0005000000
792.0	   1.3288558948	   0.0005000000
794.0	   1.3288234401	   0.0005000000
796.0	   1.3287911474	   0.0005000000
798.0	   1.3287590154	   0.0005000000
800.0	   1.3287270426	   0.0005000000
802.0	   1.3286970426	   0.0005000000
804.0	   1.3286690426	   0.0005000000
806.0	   1.3286400426	   0.0005000000
808.0	   1.3286120426	   0.0005000000
810.0	   1.3285850426	   0.0005000000
812.0	   1.3285570426	   0.0005000000
814.0	   1.3285300426	   0.0005000000
816.0	   1.3285020426	   0.0005000000
818.0	   1.3284750426	   0.0005000000
820.0	   1.3284480426	   0.0005000000
822.0	   1.3284210426	   0.0005000000
824.0	   1.3283950426	   0.0005000000
826.0	   1.3283680426	   0.0005000000
828.0	   1.3283420426	   0.0005000000
830.0	   1.3283150426	   0.0005000000
832.0	   1.3282890426	   0.0005000000
834.0	   1.3282630426	   0.0005000000
836.0	   1.3282370426	   0.0005000000
838.0	   1.3282110426	   0.0005000000
840.0	   1.3281850426	   0.0005000000
842.0	   1.3281590426	   0.0005000000
844.0	   1.3281330426	   0.0005000000
846.0	   1.3281080426	   0.0005000000
848.0	   1.3280820426	   0.0005000000
850.0	   1.3280570426	   0.0005000000
852.0	   1.3280320426	   0.0005000000
854.0	   1.3280070426	   0.0005000000
856.0	   1.3279820426	   0.0005000000
858.0	   1.3279570426	   0.0005000000
860.0	   1.3279320426	   0.0005000000
862.0	   1.3279070426	   0.0005000000
864.0	   1.3278820426	   0.0005000000
866.0	   1.3278570426	   0.0005000000
868.0	   1.3278330426	   0.0005000000
870.0	   1.3278080426	   0.0005000000
872.0	   1.3277840426	   0.0005000000
874.0	   1.3277600426	   0.0005000000
876.0	   1.3277350426	   0.0005000000
878.0	   1.3277110426	   0.0005000000
880.0	   1.3276870426	   0.0005000000
882.0	   1.3276630426	   0.0005000000
884.0	   1.3276390426	   0.0005000000
886.0	   1.3276150426	   0.0005000000
888.0	   1.3275910426	   0.0005000000
890.0	   1.3275680426	   0.0005000000
892.0	   1.3275440426	   0.0005000000
894.0	   1.3275200426	   0.0005000000
896.0	   1.3274970426	   0.0005000000
898.0	   1.3274730426	   0.0005000000
900.0	   1.3274500426	   0.0005000000
902.0	   1.3274260426	   0.0005000000
904.0	   1.3274030426	   0.0005000000
906.0	   1.3273800426	   0.0005000000
908.0	   1.3273570426	   0.0005000000
910.0	   1.3273330426	   0.0005000000
912.0	   1.3273100426	   0.0005000000
914.0	   1.3272870426	   0.0005000000
916.0	   1.3272640426	   0.0005000000
918.0	   1.3272420426	   0.0005000000
920.0	   1.3272190426	   0.0005000000
922.0	   1.3271960426	   0.0005000000
924.0	   1.3271730426	   0.0005000000
926.0	   1.3271500426	   0.0005000000
928.0	   1.3271280426	   0.0005000000
930.0	   1.3271050426	   0.0005000000
932.0	   1.3270830426	   0.0005000000
934.0	   1.3270600426	   0.0005000000
936.0	   1.3270380426	   0.0005000000
938.0	   1.3270160426	   0.0005000000
940.0	   1.3269930426	   0.0005000000
942.0	   1.3269710426	   0.0005000000
944.0	   1.3269490426	   0.0005000000
946.0	   1.3269270426	   0.0005000000
948.0	   1.3269050426	   0.0005000000
950.0	   1.3268820426	   0.0005000000
952.0	   1.3268600426	   0.0005000000
954.0	   1.3268380426	   0.0005000000
956.0	   1.3268160426	   0.0005000000
958.0	   1.3267950426	   0.0005000000
960.0	   1.3267730426	   0.0005000000
962.0	   1.3267510426	   0.0005000000
964.0	   1.3267290426	   0.0005000000
966.0	   1.3267070426	   0.0005000000
968.0	   1.3266860426	   0.0005000000
970.0	   1.3266640426	   0.0005000000
972.0	   1.3266420426	   0.0005000000
974.0	   1.3266210426	   0.0005000000
976.0	   1.3265990426	   0.0005000000
978.0	   1.3265770426	   0.0005000000
980.0	   1.3265560426	   0.0005000000
982.0	   1.3265340426	   0.0005000000
984.0	   1.3265130426	   0.0005000000
986.0	   1.3264910426	   0.0005000000
988.0	   1.3264700426	   0.0005000000
990.0	   1.3264480426	   0.0005000000
992.0	   1.3264270426	   0.0005000000
994.0	   1.3264050426	   0.0005000000
996.0	   1.3263840426	   0.0005000000
998.0	   1.3263620426	   0.0005000000
1000.0	   1.3263410426	   0.0005000000
